OBJECTID,PUD_NAME,PUD_WEB_URL,PUD_CHANGE_NARRATIVE,PUD_ZONING,PUD_STATUS,PUD_CASE_NUMBER,SHAPEAREA,SHAPELEN,GLOBALID,WARD
2732,Forest City Washington,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case No. 13-05,"CG/CR, CG/W-1",Final,13-05,0,0,{09E65FAF-3AF2-4B41-8D26-8DC081DA661D},Ward 6
2733,City Market at O Condo LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010. ZC Case # 07-26E, 8/30/2013.",C-3-C,Pending,07-26F,0,0,{802FB3B4-8976-4DD2-958A-AE3FEEBAB882},Ward 6
2734,1437-1451 Belmont Street N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,03-04,0,0,{6BAD4731-B429-4EE6-9896-F1F7E4C4754A},Ward 1
2735,2126 Wyoming Avenue NW,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-D,Final,03-24,0,0,{C2608E50-70EF-4FDB-915F-5B8F271B767B},Ward 2
2736,Abdo Development LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,04-22A,0,0,{940B8171-1393-4391-B6C0-76D8EEEB3C9F},Ward 6
2737,2300 Pennsylvania Avenue LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-A,Final,07-16,0,0,{2F4553A1-DDF8-4BAB-8DD6-8F65DF32CBE1},Ward 7
2738,1200-1224 R Street N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,04-13,0,0,{8E5EB309-E8E2-4E61-90B1-5BFC974DF3EE},Ward 2
2739,Petworth Holdings LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-A,Final,06-02,0,0,{12300C81-6F58-4C23-AD10-ADC8B2D81A59},Ward 4
2740,1000 Connecticut Avenue N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-4,Final,06-13,0,0,{66D17001-60EA-46BE-AD88-A40F43E85B2D},Ward 2
2741,MRP Realty LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,06-14,0,0,{4107FECA-F389-4678-A36A-B36D57E5C4D9},Ward 5
2742,WB/NV Center City Holdings LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",CR,Final,06-29,0,0,{6B861899-99F7-4D53-A179-16FD80474189},Ward 2
2743,5000 Overlook Avenue S.W,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-M-3,Final,04-19A,0,0,{19D3E326-91C7-48BB-A944-2E24E1765A58},Ward 8
2744,Comstock East Capitol LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,06-34,0,0,{1AD3F1BF-2B90-4035-BFD3-D56231357906},Ward 6
2745,Camden Development Inc.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",CG/C-3-C,Final,06-41,0,0,{9B9A56C8-CE23-48F1-875D-99006027EF4A},Ward 6
2746,Florida & Q Sreet LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 06-04D,C-2-B,Final,06-04D,0,0,{019F3FA4-13F7-4DA5-BEC5-8C95EC86C1B5},Ward 5
2747,Hoffman-Struever Waterfront LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 11-03,"W-1, C-3-C, R-5-B",Final,11-03,0,0,{97651C0C-2139-4307-B1BD-EC16E4DE3129},Ward 6
2748,200 K Street LP,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"93-3 extinguished, 05-36 is latest iteration (Exhibit 16)",C-3-C,Final,05-36J,0,0,{2A2ECF9A-FE87-4EE8-8610-D5EC69F779BB},Ward 6
2669,Covenant Baptist Church,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Case # 12-21, Approved DC Register 4/18/14",R-5-A,Final,12-21,0,0,{FC229BFB-3D0B-4F9C-BC9B-5A62D73001C7},Ward 8
2670,13th and U Lessee LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case #12-20,ARTS/CR,Final,12-20,0,0,{05A5B436-EDA4-4E29-B698-9A44492AF35C},Ward 1
2671,1957 E Street N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,01-17,0,0,{A28E7939-B39B-4CD8-AD26-1CC9FD5BCD0D},Ward 2
2672,4717-4727 Wisconsin Avenue N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-B,Final,98-21,0,0,{A13B7B2A-2A12-428F-BE3A-EC2ED23010DB},Ward 3
2673,901 New York Avenue N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-4,Final,01-01,0,0,{A81B500C-E061-4077-8055-C4E1D7BABB0A},Ward 2
2674,26th & L Limited Partnership,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-C,Final,86-32,0,0,{78DB43E7-1089-4C84-B953-8E32EB2FA74F},Ward 2
2675,15th & M Sts. NW,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-4,Final,88-13,0,0,{8A163F8D-5FE3-4633-B90F-958A96731E31},Ward 2
2676,12th & I & K Sts. N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-4,Final,91-12,0,0,{AEE93466-CAD9-4C13-9365-D7704ED0E84B},Ward 2
2677,4805 Van Ness Street N.W. - Dixon,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-4,Final,94-16,0,0,{8619EBC0-D2B6-4A42-A228-7C3612F93605},Ward 3
2678,1331 L Street N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-4,Final,94-1,0,0,{EF3897EE-0C25-4045-922B-B7D6230BFD98},Ward 2
2679,1301 L Street N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-4,Final,96-6,0,0,{8BE39155-7C48-4184-9DD5-A35E4564F301},Ward 2
2680,3910 Georgia Ave. Associates et al.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-A,Final,08-08,0,0,{B893B7CF-7AB0-4A5F-9F87-65758CE4D341},Ward 4
2681,14th & V Streets N.W.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","Arts/C-3-A, Arts/R-5-B",Final,03-26,0,0,{D8198460-CEDF-4523-B2B9-069CF9226D84},Ward 1
2682,St. Lukes Condominiums LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",NO/R-1-B,Final,02-50,0,0,{34EEA87B-CF91-4748-B501-0A64DD33B770},Ward 3
2684,Hillandale Mansion,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-4,Final,89-10,0,0,{68938784-64B6-4CA3-A70F-533737AB9D6C},Ward 3
2685,World Wildlife Fund Inc.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",CR,Final,84-19A,0,0,{3404EDB0-2018-4179-BE7C-814BE78CCC4E},Ward 2
2686,Chesapeake Apartments,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","R-5-C, C-3-B",Final,86-33,0,0,{2C42BBFF-CBBD-49C7-ABFC-6558F1E43784},Ward 3
2687,Connecticut & Massachusetts Ave NW,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","C-3-B, SP",Final,70-20,0,0,{EA84E65A-AD3B-4549-B2B5-A97FA33854E1},Ward 2
2688,Judiciary Center LP,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,81-21,0,0,{93EA6B1F-1ACB-4BE6-9774-08F82F3FF593},Ward 2
2689,Broadcast Center Partners LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",ARTS/C-2-C,Final,07-07A,0,0,{C069B989-2B09-4A1A-B578-0879E7118A21},Ward 1
2683,5333 Wisconsin Avenue NW,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","R-5-C, C-3-B",Final,96-13,0,0,{71BA5201-EB99-43C1-BE34-3F4876EA6B05},Ward 3
2690,Fort Lincoln/Gateway Village LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-D,Final,06-08,0,0,{E045AB9E-32F5-4C41-89E4-6391458C3A72},Ward 5
2691,3321 Georgia LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Order 10-26 Approved 04/11/2011,GA/C-2-B,Final,10-26,0,0,{605F9226-F5E1-4A94-9E45-FA35DFF2BF81},Ward 1
2692,Hazle II LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 10-29,R-5-B,Pending,10-29,0,0,{4218442C-A4ED-40C8-A8DF-F6310D5E1B70},Ward 8
2693,Duball Petworth LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Final Order entered 2/2/2012,GA/C-3-A,Final,11-09,0,0,{D297E328-3905-40C5-AFAA-2210BED8D930},Ward 4
2694,Il Palazzo LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Case # 11-08, order final 3/9/2012, PUD Extention October 17,2014",R-5-D,Final,11-08A,0,0,{3531E12C-443A-4BA8-9157-495F0E687E47},Ward 1
2695,B&B 50 Florida Avenue LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 12-02,C-3-B,Pending,12-02,0,0,{96997BD4-A929-4A8B-86E6-A5B3BEF527AC},Ward 5
2696,EastBanc-W.D.C. Partners LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 11-12,CR,Final,11-12,0,0,{0B3C1EC1-E97B-4083-8A46-0792B01D7ABB},Ward 2
2698,National Academy of Sciences - Wisconsin Ave,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-A,Final,86-4,0,0,{7CE81969-9B07-4273-BF69-4FA22AC78CB0},Ward 2
2699,TC/CSG St. Matthews LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Case # 11-13, Approved July 6th 2012",CR,Final,11-13,0,0,{56EAB058-8125-46C3-9020-DBB24871FFE7},Ward 6
2700,The Kennedy-Warren,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-E,Final,96-7,0,0,{38AB89D2-81D6-4B25-BDAB-ED99168E090A},Ward 3
2704,4L Associates Joint Venture,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,80-17,0,0,{4BFFD724-2112-4F59-AADA-0F0647AB9E57},Ward 5
2697,901 Monroe Street LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 10-28,C-2-B,Final,10-28,0,0,{92028E06-C07A-4A78-9E5E-09E21FDFFAEA},Ward 5
2701,Morris & Gwendolyn Cafritz Foundation - Final,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Minor PUD Modification 9/5/14,"C-2-B, FT/C-2-B",Final,06-10C,0,0,{3997C56E-17A0-4D25-AEC5-B8E4D9CD898B},Ward 5
2702,3rd & M LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-D,Pending,12-14A,0,0,{57B70006-9DC3-47E1-AEA4-6714A01B4F88},Ward 6
2703,6000 New Hampshire Ave. N.E.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,05-30,0,0,{90056666-D309-49A3-92BE-2FD5DC6B729F},Ward 4
2705,Bozutto Group,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","C-2-B, R-5-B",Final,08-24B/04-25,0,0,{6C97D2E8-D544-4044-9891-147D4A9CFAC4},Ward 5
2706,National Academy of Sciences - Fifth Street,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,01-34,0,0,{77C36327-BFB0-430D-B9E0-561352F2E41D},Ward 2
2707,Morris & Gwendolyn Cafritz Foundation - Pending,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 06-10B,"C-2-B, FT/C-2-B",Pending,06-10B,0,0,{BC96C812-BDAF-4C8B-AF29-0A50309D6308},Ward 5
2708,Baywood Hotels,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 11-25,C-3-C,Final,11-25,0,0,{36873EC6-34AB-48D4-ACB4-7AA8AFA239F1},Ward 5
2709,3rd & M and Park Inn Associates LP,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-D,Pending,12-14,0,0,{A175BC37-02B0-4D63-90E7-43E47A5ED308},Ward 6
2710,Lowell School,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-1-A,Final,97-16,0,0,{758F5A65-CC22-4547-A6C8-052141B6884A},Ward 4
2711,Prospect Joint Venture,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,85-8,0,0,{13DDB8B7-067E-4F65-8BE8-D482A7FE1CDB},Ward 3
2712,Unified Communications Center,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-B,Final,01-36,0,0,{003F408C-DF8D-442A-B09D-7CC752073CFC},Ward 8
2714,Sheridan Redevelopment LLC & DCHA,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","R-5-B, C-2-A",Final,07-35,0,0,{374B0DFF-0202-49EF-9FA5-BD35F96339BE},Ward 8
2715,Alpine Associates,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",HR/C-3-C,Final,88-9,0,0,{74FDC0F6-244A-41DE-8CAB-C8779CADEEBC},Ward 2
2716,Parcel Seven Associates LLC ,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,ZC Case  10-03,C-2-B,Final,10-03,0,0,{40A76B03-0243-4615-92E3-C38E5272D225},Ward 6
2717,Stanton-Eastbanc LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 11-24,C-2-B,Final,11-24,0,0,{C0C650BE-E5D1-4F63-8D1F-3F3E9E179FE2},Ward 6
2718,Salvation Army,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-A,Final,92-16,0,0,{833B4886-4812-42F7-A60C-1EFD04F7CCFB},Ward 5
2719,Jemals Babes,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 10-23,C-3-A,Final,10-23,0,0,{AA7734AE-EDE3-41B6-9B76-2039480B46DA},Ward 3
2713,Matthews Memorial,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-A,Final,08-25,0,0,{DE9AF018-813F-4869-99BB-7B3879BC6A53},Ward 8
2720,Parkside Residential,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 05-28L,"C-3-A, CR",Final,05-28L,0,0,{C5C27F8E-CDBD-4DC6-A363-8ED4F0CD6E88},Ward 7
2721,Capper/Carrollsburg Venture,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",CR,Final,03-12/03-13,0,0,{90A46AE5-E65B-4C91-8EF1-F54B09C62EEA},Ward 6
2722,GWU - Foggy Bottom Campus,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","R-5-D, R-5-E, SP-2, C-3-C, C-4",Final,06-11,0,0,{11514097-A9A4-46B6-B308-7CD34AE71817},Ward 2
2723,St. Elizabeths Hospital,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case No. 04-08,SP-1,Final,04-08,0,0,{1FB8B72D-5A2F-453A-BB48-91D8DFD6105D},Ward 8
2724,USL WDC H Street LLC & H Street Self Storage LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","R-5-B, HS-H/C-2-B",Final,12-18,0,0,{E1306C1B-B797-4CB6-A05F-9E93779D49E0},Ward 6
2725,Jemals Up Against the Wall,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010. Z.C. Order 07-18 approved and finalized on 8/23/13.  ",DD/C-4,Final,07-18,0,0,{F6880C7C-98D1-4AE9-A488-8E8644862149},Ward 2
2726,Four Points LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Case no. 08-07, Order no. 08-07 Approved 9/9/13",C-3-A,Final,08-07,0,0,{E8DD245C-B4F7-46C0-AF80-08B034AA073E},Ward 8
2727,GWU - Site 77A,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Case 06-11J/06-12J, Approved July 25 2013",C-3-C,Final,06-11J/06-12J,0,0,{EE9CE3B0-0D8F-4CA0-B6AA-B053F03D85B1},Ward 2
2728,Capitol Gateway Marketplace,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Case # 12-16, Approved 9/30/13",C-2-A,Final,12-16,0,0,{2E0C93C5-8770-4318-B609-4CAB0EED3B98},Ward 7
2729,K Street Developers LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 05-36G 11/18/13,C-3-C,Final,05-36G,0,0,{617823A3-1A93-46CB-BAE9-2886C90DE5CE},Ward 6
2730,"Skyland Holdings, LLC",http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Zoning Case No. 09-03B Approved 12/9/13,C-3-A,Final,09-03B,0,0,{D97BFFA3-4C8A-4BF2-9AA8-423E925563A8},Ward 7
2731,Skyland Holdings LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"PUD Approved July 12, 2010",C-3-A,Final,09-03,0,0,{D104C99C-08C5-4A7D-80A7-E1ECB2FC4AD2},Ward 7
